Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340803,-,-,-,42.33,-71.02,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2007,1,1,0,30,0,0,0,0,0,0,7,-1,158.76,0,0.039,0.8,1.752,169,87.7,0,1020,0.0000,0.0000,N/A
2007,1,1,1,30,0,0,0,0,0,0,7,-1,151.25,0,0.039,0.8,2.035,169,90.65,0,1020,0.0000,0.0000,N/A
2007,1,1,2,30,0,0,0,0,0,0,7,0,141.22,0,0.039,0.8,2.187,169.9,88.02,1,1020,0.0000,0.0000,N/A
2007,1,1,3,30,0,0,0,0,0,0,6,0,130.34,0,0.039,0.9,2.306,163.3,92.39,2,1020,0.0000,0.0000,N/A
2007,1,1,4,30,0,0,0,0,0,0,6,0,119.27,0,0.039,1,2.474,160.9,90.07000000000001,2,1020,0.0000,0.0000,N/A
2007,1,1,5,30,0,0,0,0,0,0,6,1,108.36,0,0.039,0.9,2.642,156.10000000000002,94.59,2,1020,0.0000,0.0000,N/A
2007,1,1,6,30,0,0,0,0,0,0,7,1,97.91,0,0.039,0.9,2.746,153.9,98.94,2,1010,0.0000,0.0000,N/A
2007,1,1,7,30,1,0,1,14,61,16,6,2,88.21000000000001,4,0.039,0.9,2.806,149.70000000000002,100,3,1010,0.0000,0.0000,N/A
2007,1,1,8,30,20,0,20,60,377,128,6,2,79.63,0,0.039,0.9,2.871,149.70000000000002,100,3,1010,0.9533,0.7268,N/A
2007,1,1,9,30,24,0,24,81,559,248,6,4,72.63,0,0.039,0.8,2.926,154.4,100,4,1010,1.1993,0.9253,N/A
2007,1,1,10,30,59,0,59,90,650,337,6,4,67.73,0,0.039,0.8,2.945,151.3,100,5,1010,3.0802,2.3915,N/A
2007,1,1,11,30,37,0,37,95,680,377,6,4,65.44,0,0.039,0.8,2.965,146.6,100,5,1010,1.9670,1.5305,N/A
2007,1,1,12,30,59,0,59,95,665,366,6,6,66.04,0,0.039,0.8,2.959,147,100,6,1010,3.1223,2.4281,N/A
2007,1,1,13,30,62,0,62,92,600,303,6,7,69.46000000000001,0,0.039,0.9,2.92,161.20000000000002,100,7,1000,3.1893,2.4714,N/A
2007,1,1,14,30,30,0,30,73,503,201,6,8,75.28,0,0.039,0.8,2.9090000000000003,178.3,100,8,1000,1.4635,1.1241,N/A
2007,1,1,15,30,7,0,7,42,289,78,6,8,83,4,0.039,0.6000000000000001,2.945,186.8,100,8,1000,0.0000,0.0000,N/A
2007,1,1,16,30,0,0,0,0,0,0,7,8,92.09,0,0.039,0.6000000000000001,2.96,200,100,8,1000,0.0000,0.0000,N/A
2007,1,1,17,30,0,0,0,0,0,0,6,8,102.13,0,0.039,0.6000000000000001,2.879,193.8,100,8,1000,0.0000,0.0000,N/A
2007,1,1,18,30,0,0,0,0,0,0,6,7,112.8,0,0.039,0.5,2.626,189.9,100,8,1000,0.0000,0.0000,N/A
2007,1,1,19,30,0,0,0,0,0,0,6,7,123.8,1,0.039,0.4,2.3770000000000002,211,100,7,1000,0.0000,0.0000,N/A
2007,1,1,20,30,0,0,0,0,0,0,6,7,134.85,0,0.039,0.4,2.2520000000000002,267.2,100,7,1000,0.0000,0.0000,N/A
2007,1,1,21,30,0,0,0,0,0,0,6,6,145.48,0,0.039,0.6000000000000001,2.109,300.90000000000003,100,6,1000,0.0000,0.0000,N/A
2007,1,1,22,30,0,0,0,0,0,0,7,4,154.75,0,0.039,0.7000000000000001,1.928,314.8,100,5,1000,0.0000,0.0000,N/A
2007,1,1,23,30,0,0,0,0,0,0,7,4,160.26,0,0.039,0.8,1.714,316.20000000000005,100,4,1000,0.0000,0.0000,N/A
2007,1,2,0,30,0,0,0,0,0,0,4,2,158.72,0,0.039,0.8,1.487,305.7,100,4,1000,0.0000,0.0000,N/A
2007,1,2,1,30,0,0,0,0,0,0,4,2,151.26,0,0.039,0.9,1.294,290.90000000000003,100,3,1000,0.0000,0.0000,N/A
2007,1,2,2,30,0,0,0,0,0,0,4,2,141.25,0,0.039,1,1.177,284,100,3,1000,0.0000,0.0000,N/A
2007,1,2,3,30,0,0,0,0,0,0,4,2,130.37,0,0.039,1.1,1.122,281.8,100,3,1000,0.0000,0.0000,N/A
2007,1,2,4,30,0,0,0,0,0,0,1,2,119.3,0,0.039,1.1,1.104,278,100,3,1000,0.0000,0.0000,N/A
2007,1,2,5,30,0,0,0,0,0,0,0,2,108.39,0,0.039,1.2000000000000002,1.078,273.6,100,3,1000,0.0000,0.0000,N/A
2007,1,2,6,30,0,0,0,0,0,0,1,2,97.94,0,0.039,1.3,0.9480000000000001,278,100,3,1000,0.0000,0.0000,N/A
2007,1,2,7,30,14,119,18,14,119,18,0,2,88.22,0,0.039,1.4000000000000001,0.738,289.1,97.01,3,1000,0.0000,0.0000,N/A
2007,1,2,8,30,51,552,150,51,552,150,0,1,79.63,0,0.039,1.5,0.562,297.3,91.86,4,1010,7.1495,5.4506,N/A
2007,1,2,9,30,61,765,290,61,765,290,0,0,72.60000000000001,0,0.039,1.5,0.466,302.5,77.77,4,1010,14.4956,11.1846,N/A
2007,1,2,10,30,62,867,392,62,867,392,1,0,67.68,0,0.039,1.4000000000000001,0.423,305.1,71.67,4,1010,20.4739,15.8968,N/A
2007,1,2,11,30,62,902,439,62,902,439,0,-1,65.36,0,0.039,1.3,0.40900000000000003,305.3,67.56,4,1010,23.3528,18.1717,N/A
2007,1,2,12,30,61,896,427,61,896,427,0,-1,65.94,1,0.039,1.2000000000000002,0.423,304.40000000000003,65.31,4,1010,22.6144,17.5882,N/A
2007,1,2,13,30,58,851,358,58,851,358,0,-1,69.34,0,0.039,1.2000000000000002,0.458,300.7,65.51,4,1010,18.4350,14.2874,N/A
2007,1,2,14,30,50,754,243,50,754,243,0,-1,75.15,0,0.039,1.1,0.495,296.7,72.14,4,1010,11.8672,9.1175,N/A
2007,1,2,15,30,33,540,100,33,540,100,0,-1,82.86,0,0.039,1.1,0.523,294,80.21000000000001,3,1010,0.0000,0.0000,N/A
2007,1,2,16,30,0,0,0,0,0,0,0,0,91.95,0,0.039,1,0.549,292.3,82.10000000000001,2,1020,0.0000,0.0000,N/A
2007,1,2,17,30,0,0,0,0,0,0,0,0,101.99000000000001,0,0.039,1,0.583,291.8,88.39,1,1020,0.0000,0.0000,N/A
2007,1,2,18,30,0,0,0,0,0,0,0,0,112.66,0,0.039,0.9,0.618,291.2,94.42,1,1020,0.0000,0.0000,N/A
2007,1,2,19,30,0,0,0,0,0,0,0,0,123.67,0,0.039,0.8,0.643,289.2,93.36,0,1020,0.0000,0.0000,N/A
2007,1,2,20,30,0,0,0,0,0,0,0,-1,134.71,0,0.039,0.8,0.645,282.90000000000003,92.10000000000001,0,1020,0.0000,0.0000,N/A
2007,1,2,21,30,0,0,0,0,0,0,0,-1,145.34,0,0.039,0.8,0.624,270.5,91.57000000000001,0,1020,0.0000,0.0000,N/A
2007,1,2,22,30,0,0,0,0,0,0,0,-1,154.62,0,0.039,0.9,0.591,257,91.75,0,1020,0.0000,0.0000,N/A
