Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340803,-,-,-,42.33,-71.02,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2013,1,1,0,30,0,0,0,0,0,0,7,0,158.73,0,0.866,0.9,1.153,239.4,95.91,0,1000,0.0000,0.0000,N/A
2013,1,1,1,30,0,0,0,0,0,0,4,0,151.25,0,0.866,1,1.069,240.4,96.53,0,1000,0.0000,0.0000,N/A
2013,1,1,2,30,0,0,0,0,0,0,4,0,141.24,0,0.866,1,0.9510000000000001,240.3,96.76,0,1000,0.0000,0.0000,N/A
2013,1,1,3,30,0,0,0,0,0,0,4,0,130.36,0,0.866,1.1,0.833,244.60000000000002,95.8,0,1000,0.0000,0.0000,N/A
2013,1,1,4,30,0,0,0,0,0,0,4,0,119.28,0,0.866,1.1,0.747,251.5,94.87,0,1000,0.0000,0.0000,N/A
2013,1,1,5,30,0,0,0,0,0,0,4,0,108.38,0,0.866,1.2000000000000002,0.6880000000000001,260.1,95.71000000000001,0,1000,0.0000,0.0000,N/A
2013,1,1,6,30,0,0,0,0,0,0,4,0,97.92,0,0.866,1.2000000000000002,0.644,264.8,95.31,0,1000,0.0000,0.0000,N/A
2013,1,1,7,30,8,0,8,15,151,20,4,0,88.22,4,0.866,1.2000000000000002,0.597,271.40000000000003,93.69,0,1000,0.0000,0.0000,N/A
2013,1,1,8,30,64,8,66,55,563,156,4,-1,79.63,4,0.866,1.2000000000000002,0.552,276.90000000000003,90.8,0,1000,3.1458,2.3983,N/A
2013,1,1,9,30,76,740,297,76,740,297,0,-2,72.61,0,0.866,1.2000000000000002,0.531,282.90000000000003,84.87,0,1000,14.8441,11.4533,N/A
2013,1,1,10,30,90,631,330,86,821,398,4,-2,67.7,0,0.866,1.2000000000000002,0.532,285.7,81.29,0,1000,17.2328,13.3800,N/A
2013,1,1,11,30,75,748,387,91,850,445,7,-3,65.4,0,0.866,1.2000000000000002,0.54,288.40000000000003,78.89,0,1000,20.5805,16.0139,N/A
2013,1,1,12,30,69,769,382,90,843,433,7,-3,65.99,0,0.866,1.3,0.54,293,76.66,0,1000,20.2233,15.7278,N/A
2013,1,1,13,30,53,818,341,81,803,364,8,-3,69.39,0,0.866,1.3,0.526,298.2,74.5,0,1000,17.5519,13.6022,N/A
2013,1,1,14,30,67,515,199,66,707,247,7,-4,75.21000000000001,0,0.866,1.3,0.489,299.7,71.72,0,1000,9.7134,7.4620,N/A
2013,1,1,15,30,39,500,101,39,500,101,7,-5,82.92,4,0.866,1.3,0.426,300.6,73.47,-1,1000,0.0000,0.0000,N/A
2013,1,1,16,30,0,0,0,0,0,0,6,-5,92.01,0,0.866,1.2000000000000002,0.355,304.2,74.16,-2,1000,0.0000,0.0000,N/A
2013,1,1,17,30,0,0,0,0,0,0,6,-6,102.06,0,0.866,1.2000000000000002,0.299,306.90000000000003,74.31,-3,1010,0.0000,0.0000,N/A
2013,1,1,18,30,0,0,0,0,0,0,1,-7,112.73,0,0.866,1.1,0.268,308.6,74.85000000000001,-4,1010,0.0000,0.0000,N/A
2013,1,1,19,30,0,0,0,0,0,0,1,-8,123.73,0,0.866,1.1,0.261,307,80.57000000000001,-5,1010,0.0000,0.0000,N/A
2013,1,1,20,30,0,0,0,0,0,0,0,-9,134.77,0,0.866,1.1,0.267,303.8,79.37,-6,1010,0.0000,0.0000,N/A
2013,1,1,21,30,0,0,0,0,0,0,0,-10,145.41,0,0.866,1.1,0.275,300.5,74.91,-7,1010,0.0000,0.0000,N/A
2013,1,1,22,30,0,0,0,0,0,0,1,-11,154.68,0,0.866,1.1,0.28200000000000003,298.90000000000003,76.8,-8,1010,0.0000,0.0000,N/A
2013,1,1,23,30,0,0,0,0,0,0,0,-11,160.21,0,0.866,1.1,0.29,298,79.17,-8,1010,0.0000,0.0000,N/A
2013,1,2,0,30,0,0,0,0,0,0,4,-12,158.69,0,0.866,1.2000000000000002,0.3,299.1,76.16,-9,1010,0.0000,0.0000,N/A
2013,1,2,1,30,0,0,0,0,0,0,0,-12,151.26,0,0.866,1.2000000000000002,0.311,302.1,79.61,-10,1010,0.0000,0.0000,N/A
2013,1,2,2,30,0,0,0,0,0,0,0,-13,141.26,0,0.866,1.4000000000000001,0.326,304.5,77.37,-10,1010,0.0000,0.0000,N/A
2013,1,2,3,30,0,0,0,0,0,0,4,-13,130.39000000000001,0,0.866,1.3,0.339,303.90000000000003,76.55,-10,1010,0.0000,0.0000,N/A
2013,1,2,4,30,0,0,0,0,0,0,0,-13,119.31,0,0.866,1.3,0.34700000000000003,299.1,76.2,-10,1010,0.0000,0.0000,N/A
2013,1,2,5,30,0,0,0,0,0,0,0,-13,108.4,0,0.866,1.3,0.354,287.1,82.77,-10,1010,0.0000,0.0000,N/A
2013,1,2,6,30,0,0,0,0,0,0,1,-13,97.94,0,0.866,1.2000000000000002,0.368,274.90000000000003,76.8,-10,1010,0.0000,0.0000,N/A
2013,1,2,7,30,14,279,22,14,279,22,1,-13,88.22,0,0.866,1,0.39,264.7,72.09,-9,1010,0.0000,0.0000,N/A
2013,1,2,8,30,63,243,107,45,660,164,4,-11,79.62,0,0.866,0.9,0.422,259.3,62.72,-6,1010,5.1000,3.8882,N/A
2013,1,2,9,30,66,790,303,66,790,303,1,-9,72.58,0,0.866,1,0.454,257,64.89,-4,1010,15.1482,11.6885,N/A
2013,1,2,10,30,94,628,333,79,849,402,4,-7,67.64,4,0.866,1.1,0.47000000000000003,265,66.47,-2,1010,17.3981,13.5092,N/A
2013,1,2,11,30,96,676,378,86,869,449,4,-5,65.32000000000001,4,0.866,1.1,0.465,277.8,69.31,-1,1010,20.1139,15.6519,N/A
2013,1,2,12,30,109,595,352,87,857,437,4,-5,65.88,0,0.866,1.1,0.451,285.6,73.37,-1,1010,18.6509,14.5064,N/A
2013,1,2,13,30,108,488,280,79,820,370,4,-4,69.27,0,0.866,1.1,0.433,294.90000000000003,74.51,-1,1010,14.4273,11.1823,N/A
2013,1,2,14,30,104,131,138,67,716,251,4,-5,75.08,4,0.866,1.2000000000000002,0.40800000000000003,304.40000000000003,72.02,-1,1010,6.7435,5.1817,N/A
2013,1,2,15,30,40,507,104,40,507,104,4,-6,82.79,4,0.866,1.2000000000000002,0.373,311.8,73.63,-2,1010,0.0000,0.0000,N/A
2013,1,2,16,30,0,0,0,0,0,0,0,-6,91.87,0,0.866,1.2000000000000002,0.334,316.5,74.57000000000001,-3,1010,0.0000,0.0000,N/A
2013,1,2,17,30,0,0,0,0,0,0,1,-7,101.92,0,0.866,1.2000000000000002,0.301,319,74.79,-4,1010,0.0000,0.0000,N/A
2013,1,2,18,30,0,0,0,0,0,0,0,-8,112.58,0,0.866,1.2000000000000002,0.279,319.70000000000005,80.36,-6,1010,0.0000,0.0000,N/A
2013,1,2,19,30,0,0,0,0,0,0,1,-10,123.59,0,0.866,1.1,0.268,319.90000000000003,78.98,-7,1010,0.0000,0.0000,N/A
2013,1,2,20,30,0,0,0,0,0,0,1,-11,134.63,0,0.866,1.1,0.266,320.20000000000005,82.22,-8,1010,0.0000,0.0000,N/A
2013,1,2,21,30,0,0,0,0,0,0,1,-12,145.27,0,0.866,1.1,0.266,320.1,80.57000000000001,-9,1010,0.0000,0.0000,N/A
2013,1,2,22,30,0,0,0,0,0,0,1,-13,154.54,0,0.866,1.1,0.267,320.3,81.64,-10,1010,0.0000,0.0000,N/A
2013,1,2,23,30,0,0,0,0,0,0,7,-14,160.09,0,0.866,1.1,0.269,320.8,77.63,-11,1010,0.0000,0.0000,N/A
2013,1,3,0,30,0,0,0,0,0,0,7,-14,158.64000000000001,0,0.866,1.1,0.271,319.5,80.75,-12,1010,0.0000,0.0000,N/A
2013,1,3,1,30,0,0,0,0,0,0,1,-15,151.25,0,0.866,1,0.27,317,84.77,-13,1020,0.0000,0.0000,N/A
